artist,song,album,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,origin
Cyndi Lauper,True Colors,True Colors,2A6yzRGMgSQCUapR2ptm6A,0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282,227600,4,0
Bill Medley,(I've Had) The Time of My Life,Dirty Dancing,5UqqOfFa9DYXALpCCF8VwB,0.697,0.665,6,-12.907,0,0.0412,0.0476,0.00665,0.0796,0.485,108.535,289680,4,0
Culture Club,Karma Chameleon,At Worst...The Best Of Boy George And Culture Club,48O0GrGJWml3DzHhC5sJ7a,0.676,0.577,10,-12.031,1,0.0365,0.186,0.0,0.148,0.934,91.98,241600,4,0
Electric Light Orchestra,Hold On Tight,The Essential Electric Light Orchestra,2o5l8jEUf7wqXClIgTqMYF,0.455,0.886,7,-7.652,1,0.0724,0.107,1.09e-06,0.4,0.739,145.085,186733,4,0
Talking Heads,Burning Down the House,Burning Down the House / I Get Wild / Wild Gravity,2VNfJpwdEQBLyXajaa6LWT,0.779,0.87,5,-13.141,0,0.0574,0.00644,0.0107,0.0399,0.555,102.689,241920,4,0
Whitney Houston,So Emotional,Whitney,4l2Edgdj4vla02GCh7YyAv,0.698,0.791,11,-10.012,0,0.0495,0.271,4.74e-05,0.199,0.809,119.081,276667,4,0
Run–D.M.C.,Walk This Way (feat. Aerosmith),Raising Hell,6qUEOWqOzu1rLPUPQ1ECpx,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,310387,4,0
Fine Young Cannibals,She Drives Me Crazy,The Raw And The Cooked,2BPfKiV9U0CR1dpUgeUwuH,0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804,215773,4,0
Journey,Faithfully,The Essential Journey,6HzZhqXNyfJxuvQ9zfCc1U,0.393,0.547,11,-7.776,1,0.0291,0.263,0.0,0.104,0.307,129.677,266267,4,0
Daryl Hall & John Oates,I Can't Go for That (No Can Do),The Very Best of Daryl Hall / John Oates,0yT3JBkQzJNaS2mCXSPI8Z,0.873,0.373,0,-12.685,0,0.0464,0.0213,2.43e-05,0.0497,0.972,110.67,309267,4,0
INXS,Need You Tonight,Kick,5eU8qMd0TpaLqTGDZJaLDs,0.801,0.723,10,-4.985,0,0.0689,0.0713,0.154,0.0675,0.883,109.03,180518,4,0
Thompson Twins,Hold Me Now,80 Totally 80s Hits,0H9gfzMFbFrMsbzVMHjQbc,0.762,0.712,7,-6.279,1,0.0319,0.72,1.92e-05,0.124,0.806,108.041,285373,4,0
The B-52's,Love Shack,Cosmic Thing,4W4wYHtsrgDiivRASVOINL,0.701,0.803,5,-6.786,0,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,320680,4,0
Steve Perry,Oh Sherrie,Greatest Hits + Five Unreleased,3wqoAzrr5htxSZ7KzxhLHg,0.577,0.665,5,-5.572,1,0.0285,0.312,8.89e-05,0.138,0.305,101.807,228800,4,0
Billy Joel,We Didn't Start the Fire,The Essential Billy Joel,38bDGWuyYdSdNfrFfbCiVS,0.711,0.967,7,-5.204,1,0.0474,0.0849,0.0,0.245,0.892,145.024,288400,4,0
Queen,Under Pressure - Remastered 2011,Greatest Hits II,2aSFLiDPreOVP6KHiWk4lF,0.663,0.712,2,-7.268,1,0.0479,0.524,0.0,0.0804,0.527,113.439,236520,4,0
Paul Young,Every Time You Go Away,'80s Pop Hits,4Vnh068VdciiRvzxnLArIK,0.572,0.612,5,-11.81,1,0.036,0.2,1.29e-06,0.134,0.856,164.243,265760,4,0
The Pointer Sisters,Jump (For My Love),Fire! The Very Best of The Pointer Sisters,4k0bXm9Q4RaTuYi09i4lKK,0.86,0.705,10,-12.514,0,0.0894,0.107,8.87e-06,0.149,0.854,134.395,262618,4,0
"Earth, Wind & Fire",Let's Groove,"The Essential Earth, Wind & Fire",12kazL7tO79NUqltHnBmoB,0.868,0.637,11,-9.061,0,0.0641,0.138,1.1e-05,0.0446,0.921,125.041,339307,4,0
Miami Sound Machine,Conga!,The Very Best Of Gloria Estefan (English Version),0KxTWgl64TNOQXiGFJYc6t,0.782,0.873,2,-7.157,1,0.0475,0.141,0.0571,0.112,0.858,123.181,252933,4,0
DEVO,Whip It,Freedom Of Choice,4sscDOZCkbLSlDqcCgUJnX,0.78,0.869,9,-7.255,1,0.0517,0.0744,0.004,0.0621,0.957,157.902,161133,4,0
George Michael,Careless Whisper,Ladies And Gentlemen... The Best Of George Michael,4jDmJ51x1o9NZB5Nxxc7gY,0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.786,153.119,300107,4,0
Martika,Toy Soldiers,Martika,6YHpaawV0C88rwt2bQE6jV,0.522,0.441,1,-11.703,0,0.028,0.416,0.0,0.22,0.199,130.133,287533,4,0
The Outfield,Your Love,Super Hits,5dRQUolXAVX3BbCiIxmSsf,0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,221840,4,0
Dexys Midnight Runners,Come On Eileen,Too Rye Ay,0EMmVUYs9ZZRHtlADB88uz,0.45,0.658,2,-7.064,1,0.0472,0.648,3.14e-06,0.264,0.781,106.799,287307,4,0
Billy Idol,White Wedding - Part 1 - 2001- Remaster,Billy Idol,4zmx3vEPgRPjRT2CszUsZo,0.634,0.804,9,-6.74,1,0.0329,0.00363,0.00499,0.347,0.719,147.335,250760,4,0
Quiet Riot,Cum on Feel the Noize,Quiet Riot - Greatest Hits,6FBmHx1FuaSnTnnnaThgbF,0.441,0.908,11,-4.627,0,0.115,0.000183,0.00328,0.0612,0.632,145.439,287400,4,0
Madness,Our House,Radio Waves Of The 80's - Pop Hits,17cy40GIhqCU5aQzlSI5EX,0.601,0.774,7,-6.889,1,0.0503,0.0267,0.000264,0.07,0.72,121.658,202987,4,0
Cheap Trick,The Flame - Single Edit,80s 100 Hits,2Qb6ohyGilHLtt2YSZz4En,0.63,0.509,4,-12.688,1,0.027,0.536,1.86e-05,0.107,0.304,96.984,279133,4,0
Depeche Mode,Just Can't Get Enough - 2006 Digital Remaster,The Best Of Depeche Mode Volume One,513Pk2WNJaTGMjqD4AuQ8T,0.765,0.853,0,-7.434,1,0.0341,0.465,0.0313,0.179,0.93,128.195,223307,4,0
The Cure,Just Like Heaven,Greatest Hits,7C6NcqS3fNDXLgP5L2Kbgp,0.439,0.969,9,-3.391,1,0.0469,0.015,5.47e-05,0.14,0.8,151.111,212133,4,0
Eurythmics,Here Comes the Rain Again - Remastered Version,Touch (Reissue - Deluxe Edition),78RIER8V6EhrqVPOBi2GYa,0.648,0.755,0,-7.901,1,0.03,0.0139,0.000253,0.225,0.607,126.341,294587,4,0
Bonnie Tyler,Holding Out for a Hero,Essential - 80's Love,004S8bMhFQjnbuqvdh6W71,0.588,0.885,9,-6.267,0,0.0654,0.00239,0.00246,0.0862,0.928,149.031,262347,4,0
Paul Simon,Graceland,Graceland (25th Anniversary Deluxe Edition),51KKQAgYFoJHgVIuJWHdHb,0.732,0.705,9,-9.271,1,0.0349,0.626,0.00068,0.0813,0.848,117.925,291200,4,0
Sananda Maitreya,Sign Your Name,Do You Love Me Like You Say: The Very Best Of Terence Trent D'Arby,02NAaHGCj1VbOFeblij8wu,0.89,0.537,4,-6.792,1,0.0434,0.181,5.69e-06,0.0652,0.81,109.153,276427,4,0
James Brown,Living In America,Rocky Balboa: The Best Of Rocky,6ydES6oohEKseyu2HHac6H,0.746,0.838,0,-6.149,1,0.0376,0.000269,0.00324,0.06,0.707,113.885,284773,4,0
Run–D.M.C.,It's Tricky,Ultimate Run Dmc,7g7tyb8zM9UeKsdvosW9W3,0.956,0.923,11,-5.486,0,0.141,0.00128,0.0,0.0708,0.922,127.858,183467,4,0
Philip Bailey,Easy Lover - Remastered,80 Totally 80s Hits,6Ig2MgU5DLxZx5CphIWHbX,0.747,0.794,1,-9.455,1,0.0342,0.0478,0.00209,0.056,0.932,128.91,304840,4,0
George Michael,Father Figure - Remastered,Faith,0L0T4tMAaGqLgIVj1MOj9t,0.689,0.333,3,-13.288,1,0.0262,0.163,3.36e-05,0.0853,0.284,101.988,336667,4,0
Eric Carmen,Hungry Eyes,Dirty Dancing,25BxqC9Yo7TQ175DLAyMJs,0.703,0.517,5,-12.093,1,0.0254,0.0215,0.0,0.0953,0.689,110.52,248267,4,0
The Bangles,Eternal Flame,Everything,4xiaE15ARCs5CVPA6J8gmC,0.521,0.233,7,-13.683,1,0.0254,0.635,0.0,0.245,0.4,78.93,235667,3,0
Beastie Boys,Fight For Your Right,Licensed To Ill,5NLuC70kZQv8q34QyQa1DP,0.503,0.858,8,-6.296,1,0.0657,0.00757,0.00234,0.0803,0.419,133.615,208653,5,0
The J. Geils Band,Centerfold,Best Of The J. Geils Band,45tseiRk0tNNZwkejJGwJn,0.677,0.863,0,-5.649,1,0.0433,0.236,0.0,0.258,0.875,114.328,218027,4,0
Adam Ant,Goody Two Shoes,The Essential Adam Ant,6S9vpIpLYn0ohYtw6DYnm1,0.621,0.982,1,-4.762,0,0.0859,0.0194,0.00408,0.0352,0.531,95.672,209067,4,0
Frankie Goes To Hollywood,Relax,Maximum Joy,5e1enT0NPXPZkR8F3R58bY,0.673,0.88,11,-6.354,0,0.0412,0.313,2.86e-06,0.0299,0.712,114.905,237933,4,0
Bananarama,Venus,The Very Best of Bananarama,4kxOMXF9aVjztdBVM12gbn,0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.91,126.113,229165,4,0
Falco,Rock Me Amadeus - The Gold Mix,Greatest Hits,7tGOxq2rtohwKQml0YVF9d,0.617,0.886,4,-7.092,0,0.132,0.396,0.005,0.14,0.909,176.563,201867,4,0
Marvin Gaye,Sexual Healing,'80s Pop Hits,4sTjpbVRhhzN5YHhYMYbe3,0.815,0.445,5,-14.829,0,0.0597,0.103,0.000106,0.0509,0.682,94.331,240067,4,0
Sade,By Your Side,Lovers Rock,6aXGgKVRGXlMqQYCIQqo4s,0.653,0.433,11,-10.487,1,0.0295,0.0901,0.00394,0.0765,0.582,146.097,274600,4,0
Europe,The Final Countdown,The Final Countdown (Expanded Edition),3MrRksHupTVEQ7YbA0FsZK,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333,4,0
Air Supply,All Out of Love,Ultimate Air Supply,6Nq8YtPAHuL1outooeiFde,0.503,0.47,0,-8.006,1,0.0257,0.291,0.0,0.396,0.334,108.486,241373,4,0
Bruce Hornsby,The Way It Is,The Way It Is,6V50MyHPGhEmwYu0Wdyf0t,0.582,0.689,7,-12.203,1,0.0277,0.607,0.0571,0.145,0.531,111.166,297853,4,0
The The,This Is the Day,Soul Mining,3zf2eLN9Yf8ayZO5cn4Xh5,0.576,0.703,10,-10.913,1,0.0486,0.0237,0.0013,0.0752,0.684,141.567,296333,4,0
Daryl Hall & John Oates,Maneater - Radio Edit,80s 100 Hits - Volume 2,028r3igL3M00VdRCe2Ga7Q,0.728,0.518,11,-11.114,0,0.038,0.0153,4.19e-05,0.103,0.833,88.708,270947,4,0
Michael Jackson,Beat It,Michael Jackson's This Is It,6pBM20jZldvNlbNcnwAX0y,0.782,0.866,3,-3.763,0,0.0489,0.0505,1.39e-05,0.218,0.896,138.859,257907,4,0
Kim Carnes,Bette Davis Eyes - Radio Edit; 1997 Remastered Version,Pure Soft Rock,5i7GFU1ZSX03MX5dLcNgJP,0.655,0.533,5,-12.173,1,0.03,0.125,0.0,0.245,0.515,116.055,221773,4,0
Tears For Fears,Everybody Wants To Rule The World,Songs From The Big Chair,40dJCw4xU6Bd5ie9rfagNo,0.637,0.811,7,-11.345,1,0.0583,0.363,0.00451,0.107,0.552,112.053,251480,4,0
Cutting Crew,(I Just) Died In Your Arms,The Best Of Cutting Crew,0YPXkQthLWrhNGoKTbwCJ8,0.632,0.727,11,-11.209,0,0.0438,0.0119,7.64e-05,0.0678,0.499,124.919,278627,4,0
Journey,Don't Stop Believin',80s 100 Hits,3HRQtRUYnnuZY7fE900XtJ,0.495,0.781,4,-8.109,1,0.0413,0.254,0.0,0.395,0.473,119.206,248200,4,0
Simple Minds,Don't You (Forget About Me) - Remastered,Celebrate (Greatest Hits),0A4PZuepTcIQVvA5m7R0M1,0.602,0.784,11,-7.976,0,0.0313,0.00398,0.0852,0.0931,0.918,133.019,263973,4,0
Cyndi Lauper,Girls Just Want to Have Fun,The Best Of The 80's,7sMGwiS4vOMcz86ZY3vKYM,0.705,0.847,6,-2.588,1,0.0361,0.414,3.21e-06,0.406,0.743,120.527,228120,4,0
Michael Jackson,Billie Jean,Thriller 25 Super Deluxe Edition,5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827,4,0
Bon Jovi,You Give Love A Bad Name,Slippery When Wet (Remastered),5VVwwfK6Cp9IydkhKfJUEq,0.54,0.96,0,-2.971,0,0.0521,0.0678,2.34e-06,0.342,0.802,122.761,222707,4,0
Michael Jackson,Thriller,Michael Jackson's This Is It,1D9KEXIrlmPUkMTdYzqgX4,0.776,0.857,11,-4.943,1,0.0704,0.0913,0.000164,0.918,0.799,118.418,357493,4,0
The Pointer Sisters,I'm So Excited,Best Of,2u8MGAiS2hBVE7GZzTZLQI,0.685,0.858,8,-6.496,1,0.0348,0.104,0.000119,0.147,0.692,92.305,229467,4,0
Culture Club,Karma Chameleon,Colour By Numbers,3XDeeP9wBZzGhIPZmLfEEx,0.661,0.552,10,-12.385,1,0.0337,0.214,0.0,0.206,0.928,92.056,252760,4,0
Wham!,Wake Me Up Before You Go-Go,Make It Big,5XsMz0YfEaHZE0MTb1aujs,0.618,0.764,0,-6.027,1,0.0562,0.186,0.0,0.12,0.876,81.366,230693,4,0
Dexys Midnight Runners,Come On Eileen,Come On Eileen / Dubious,3xKsPtA5XG91Zlh0SyycmM,0.41,0.874,0,-4.286,1,0.0907,0.197,0.0,0.0843,0.824,107.08,205933,4,0
Dire Straits,Walk Of Life,Brothers In Arms (Remastered),4tyl9OMKMG8F2L0RUYQMH3,0.461,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.435,249960,4,0
Nena,99 Luftballons,99 Luftballons,6HA97v4wEGQ5TUClRM0XLc,0.466,0.438,4,-12.858,1,0.0608,0.089,5.62e-06,0.113,0.587,193.1,233000,4,0
U2,I Still Haven't Found What I'm Looking For - Remastered 2007,The Joshua Tree (Deluxe Edition Remastered),7gozgbG5EBTukCFWToTRA5,0.565,0.764,1,-9.43,1,0.0351,0.0139,0.00488,0.079,0.686,100.891,277480,4,0
Phil Collins,In The Air Tonight - 2015 Remastered,Face Value (Deluxe Editon),18AXbzPzBS8Y3AkgSxzJPb,0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,336453,4,0
Spandau Ballet,True - Single Edit,Gold - The Best of Spandau Ballet,6eDYgjKl4vUgRusxb7THDu,0.742,0.533,0,-9.098,1,0.0288,0.459,0.148,0.064,0.391,97.395,329147,4,0
The Human League,Don't You Want Me - 2002 - Remaster,The Very Best Of The Human League,5lmYpa6EaVAKAlwxMf7q5c,0.734,0.744,9,-8.103,0,0.0391,0.184,0.0,0.181,0.961,117.651,238000,4,0
George Harrison,Got My Mind Set On You - Extended Version,Cloud Nine,6miUySWi347iIJyz7ETo6m,0.797,0.814,11,-7.229,1,0.0382,0.426,3.94e-05,0.581,0.874,149.42,317290,4,0
Tracy Chapman,Fast Car,Tracy Chapman,2M9ro2krNb7nr7HSprkEgo,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,296800,4,0
Phil Collins,You Can't Hurry Love,"Hello, I Must Be Going",4YUlGNZfYA6EUE5KDsGqpC,0.639,0.923,7,-5.708,1,0.032,0.0674,0.0,0.0879,0.761,97.874,175347,4,0
Lionel Richie,All Night Long (All Night),The Definitive Collection (International 2CD Version),4kjgGgDbNN4nR3OZYuRkUe,0.728,0.556,1,-12.888,1,0.0472,0.136,0.00298,0.0455,0.805,108.81,260827,4,0
Irene Cara,What A Feeling,What A Feeling,0aAR5HogGoT68EWFbyRFqx,0.532,0.729,10,-6.84,1,0.0474,0.382,0.0,0.366,0.595,121.97,244533,4,0
The Weather Girls,It's Raining Men - Single Version,Dance Hits - 80s & 90s,4caiYv89C9GZdDD1RzshWd,0.66,0.927,5,-5.867,0,0.156,0.461,5.73e-05,0.699,0.458,136.247,211533,4,0
Europe,The Final Countdown,Pure... 80s,6I9HXaU8zbTgASGe7evWnu,0.539,0.858,6,-4.639,0,0.0444,0.0332,0.000347,0.0562,0.353,117.841,239120,4,0
Prince,Kiss,Kiss / Love or Money,0ki28p3v35elzrc3th6y90,0.899,0.237,7,-14.805,1,0.102,0.0113,0.00152,0.098,0.744,111.503,227493,4,0
Don Henley,The Boys Of Summer,The Very Best Of,7KY40pRBPKQSaSe0j5nKUK,0.516,0.776,6,-6.409,1,0.0412,0.399,0.00128,0.21,0.859,177.399,288333,4,0
Fine Young Cannibals,She Drives Me Crazy,The Platinum Collection,0Zt9fqRK58Y0onY1VwaKp7,0.796,0.693,2,-6.02,1,0.0413,0.164,1.77e-05,0.0408,0.954,108.8,218907,4,0
Roxette,The Look,Look Sharp! (2009 Version),0ZfM5XfJTtFPhOxAERRnNY,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,237320,4,0
Alphaville,Big In Japan - Original,Big In Japan / Seeds,6FtR2KdqLe7kKU6a9nG5sH,0.748,0.414,2,-15.15,0,0.0405,0.069,0.0671,0.336,0.239,97.646,286160,4,0
Gloria Estefan,Conga,Exitos de gloria estefan,4aMT5LHe8A2uIc11H8Cx2m,0.791,0.805,2,-10.202,1,0.0464,0.16,0.0583,0.0563,0.882,122.219,255107,4,0
George Michael,Careless Whisper,The Final,2R7858bg0GHuBBxjTyOL7N,0.583,0.545,2,-11.698,0,0.0351,0.232,0.0,0.133,0.801,153.249,302600,4,0
Run–D.M.C.,Walk This Way,Greatest Hits,4lRdpZYTwaPpuKpquO6bo3,0.767,0.651,6,-10.186,0,0.0501,0.00841,3.86e-05,0.0609,0.946,105.592,310960,4,0
Mr. Mister,Broken Wings,Welcome To The Real World,78FHUZRbFDCG6VkRAQdFLm,0.286,0.5,1,-14.281,0,0.0357,0.134,4.57e-05,0.108,0.443,99.162,343933,4,0
Frankie Goes To Hollywood,"Relax - 7"" Mix",Relax,3MIVb9pn5cDSdK7yNDsMU1,0.683,0.875,4,-6.916,0,0.0481,0.204,1.9e-06,0.0631,0.674,115.401,236160,4,0
INXS,Need You Tonight,INXS Remastered,1sR4aKaHpLrc9u7g4ii90U,0.795,0.63,10,-7.217,0,0.0841,0.0419,0.575,0.0894,0.785,108.701,181107,4,0
Pat Benatar,Love Is A Battlefield,Pat Benatar: The Collection,0viZ7D81W8pD65TkzaFkXT,0.683,0.637,7,-11.906,1,0.049,0.0153,0.0275,0.0945,0.884,90.637,247027,4,0
Pet Shop Boys,Always on My Mind,Discography - Complete Singles Collection,07ABETRdek3ACMpRPvQuaT,0.533,0.783,7,-10.61,1,0.0366,0.0116,0.0565,0.186,0.726,124.874,234907,4,0
Madness,Our House,Total Madness (2012),0BTsVL5VMdq5zGNRSTHozJ,0.524,0.803,0,-5.13,1,0.0432,0.0267,3.58e-06,0.224,0.713,121.353,190840,4,0
John Mellencamp,Jack & Diane,Words & Music: John Mellencamp's Greatest Hits (International Version - Brilliant Box Package),1iMfXYJBGr4iJEByfzCLHl,0.816,0.407,9,-8.276,1,0.0421,0.0348,5.49e-06,0.0527,0.567,103.962,256093,4,0
New Order,Blue Monday '88,The Best of New Order,31MOjWj3CT3dCQsMV2b8Wu,0.681,0.893,7,-8.485,1,0.0378,6.47e-05,0.383,0.0626,0.951,130.475,244720,4,0
Roxy Music,More Than This,Avalon,6N7gPTru90HYLRUIVDQ185,0.653,0.666,6,-7.808,1,0.0249,0.0508,0.0466,0.139,0.765,128.505,270652,4,0
The Buggles,Video Killed The Radio Star,The Age Of Plastic,7o7E1nrHWncYY7PY94gCiX,0.68,0.678,1,-11.548,1,0.0754,0.103,0.00828,0.204,0.251,131.165,252773,4,0
KC & The Sunshine Band,Please Don't Go,The Very Best of KC & the Sunshine Band,2xnsekcenMGafQ2hjEaIeg,0.445,0.75,6,-7.159,1,0.035,0.00805,0.0,0.0358,0.466,95.957,230440,4,0
Queen,Crazy Little Thing Called Love - Remastered 2011,The Game (2011 Remaster),6xdLJrVj4vIXwhuG8TMopk,0.599,0.761,0,-6.887,1,0.0421,0.713,4.74e-06,0.349,0.712,77.015,163373,4,0
Split Enz,I Got You,Spellbound,4qKRweFOnheNzqC0EcZjbN,0.63,0.722,2,-5.546,1,0.0375,0.0177,0.000541,0.0594,0.591,125.672,209867,4,0
Rocky Burnette,Tired of Toein' the Line,Tired of Toein' the Line,5Huuwj6mEuAtyrH5bg6mqM,0.647,0.694,7,-7.365,1,0.0284,0.0364,0.0,0.0776,0.694,121.975,193560,4,0
The Vapors,Turning Japanese,Turning Japanese - Best Of The Vapors,30cHDhxUqgnHq78hv5UjMx,0.503,0.803,0,-9.701,1,0.0485,0.01,0.0648,0.292,0.941,179.007,225187,4,0
Lipps Inc.,Funkytown,20 #1's: 80's Club Classics,37zyFIvFsUtfmlKkm39zHi,0.921,0.647,0,-6.843,1,0.0501,0.00272,0.209,0.101,0.247,122.135,236506,4,0
Dschinghis Khan,Moskau,7 Leben,0cwEvwz7syhgHKXX1z4puc,0.676,0.724,5,-5.941,0,0.039,0.0681,9.29e-05,0.139,0.676,132.056,221373,4,0
Diana Ross,Upside Down,Diana,57Y3UccJEJqT8w8RWkUAz0,0.887,0.904,5,-5.107,0,0.0703,0.079,0.0101,0.0165,0.89,107.955,244827,4,0
Leo Sayer,More Than I Can Say - 2010 Remastered Version,The Greatest Hits,2nUQQaR2Knpnrrob8rbajf,0.699,0.711,10,-6.258,1,0.0225,0.155,1.58e-05,0.223,0.646,96.418,221960,4,0
Barbra Streisand,Woman In Love,The Essential Barbra Streisand,2m5xo4HEFHgOQpqqrxCS5u,0.484,0.469,3,-7.35,0,0.0257,0.489,9.58e-05,0.291,0.307,169.678,231227,4,0
Joe Dolce,Shaddap You Face,Shaddap You Face - Single,7fgS7jlaRkpbUVYCe2Mt7i,0.762,0.705,4,-5.082,1,0.099,0.441,0.0,0.118,0.772,119.439,193160,4,0
John Lennon,(Just Like) Starting Over - Remastered 2010,Double Fantasy Stripped Down,5y0YreEOnQiKFAnCrcFIXz,0.701,0.79,9,-6.16,1,0.0725,0.301,6.06e-05,0.179,0.421,99.104,236547,4,0
Slim Dusty,Duncan - 1998 Remaster,The Very Best Of Slim Dusty (Remastered),2EnHSj3GZ0pr7S3fka1zcf,0.746,0.747,0,-8.361,0,0.0315,0.299,0.00784,0.227,0.95,92.521,155080,4,0
The Swingers,Counting The Beat,Counting The Beat,6uA1FgFbQkI6L6BvOOmx3x,0.417,0.705,9,-7.661,1,0.0656,0.211,0.0296,0.423,0.922,193.668,183680,4,0
Sheena Easton,Morning Train (Nine to Five) - Edit,80 Hits of the '80s,73qX5R9jKTI1kv9nns1wyq,0.8,0.526,5,-9.611,0,0.0546,0.655,1.63e-06,0.0844,0.845,121.918,197547,4,0
Roxy Music,Jealous Guy,More Than This - The Best Of Bryan Ferry And Roxy Music,5vrKEX1dsW34A2gQW80WBn,0.499,0.561,4,-9.819,0,0.026,0.0325,0.000233,0.306,0.478,77.699,293467,4,0
Shakin' Stevens,This Ole House,80s 100 Hits,6A7Y3xy2JbIsdW5rM4Yn8M,0.502,0.965,10,-2.946,1,0.112,0.053,0.0,0.34,0.962,192.811,185867,4,0
Kim Carnes,Bette Davis Eyes,Mistaken Identity,0odIT9B9BvOCnXfS0e4lB5,0.675,0.649,5,-10.271,1,0.0319,0.0204,0.0,0.0959,0.596,116.624,228000,4,0
Stars On 45,Stars On 45 Medley,"80s Party, Vol. 7",0XnU9iGYwmiWhwbZ2BjzsN,0.766,0.546,7,-13.781,1,0.0498,0.263,5.12e-06,0.331,0.967,122.772,291707,4,0
Shakin' Stevens,You Drive Me Crazy - (Single Version) [Remastered],Shakin' Stevens - The Collection,24e9ehPkZ6FtkMOdgxSGPQ,0.754,0.927,5,-2.62,1,0.0313,0.167,2.36e-06,0.283,0.974,119.49,172667,4,0
Lionel Richie,Endless Love,Love's Greatest Hits,4GBPZmnLHEMdthyo2RDolF,0.439,0.338,10,-10.108,1,0.0252,0.484,0.00042,0.188,0.216,93.573,265613,4,0
The Rolling Stones,Start Me Up - Remastered,The Rolling Stones Singles Box Set (1971-2006) [Sampler],5mbgxhDuXvRvLZF7fHKZWV,0.646,0.859,5,-7.138,1,0.0315,0.00645,0.142,0.0641,0.972,122.422,213427,4,0
Olivia Newton-John,Physical,Gold,3imnzhFxhvrlLtvQP2um4B,0.842,0.823,4,-6.255,0,0.0417,0.083,1.05e-05,0.12,0.861,124.287,221933,4,0
Lindsey Buckingham,Trouble,Songs From the Small Machine - Live in L.A.,2fr5JxDmugRhmfgsGFLJar,0.509,0.269,1,-14.339,1,0.0274,0.562,0.00021,0.743,0.116,108.141,257480,4,0
The J. Geils Band,Centerfold,Freeze Frame,1ynmMEK1fkyiZ6Z6F3ThEt,0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,216533,4,0
Moving Pictures,What About Me?,Days Of Innocence - The Ultimate Collection,2fawfJtQdxcyJItlg2a4Ht,0.631,0.392,7,-10.229,1,0.029,0.631,0.0,0.145,0.191,126.534,216689,4,0
Joan Jett & The Blackhearts,I Love Rock n' Roll,I Love Rock 'N Roll,5qtLQt2iDjZyDpvpuSqeYi,0.542,0.735,4,-5.019,1,0.0481,0.322,0.0,0.701,0.907,94.589,175733,4,0
Toni Basil,Mickey,Best of Toni Basil: Mickey & Other Love Songs,4SFuu7TOtRzccYotaYdUeV,0.684,0.8,4,-10.464,1,0.0449,0.262,3.5e-06,0.0624,0.968,148.205,254667,4,0
Charlene,I've Never Been To Me,True 80's Love,6zzkMGtZhYXxhUO8fGuAoo,0.439,0.368,10,-10.664,1,0.0416,0.909,6.43e-06,0.0962,0.407,122.481,231640,4,0
A Flock Of Seagulls,I Ran (So Far Away),80s 100 Hits,173PnvZh4grHTf31DPXDbJ,0.514,0.639,2,-12.348,1,0.0358,0.000364,0.895,0.136,0.661,145.499,219933,4,0
Ray Parker Jr.,The Other Woman,The Other Woman (Expanded Edition),7ubq5fqmcPhfg1Q8s3HbbA,0.909,0.544,9,-11.692,1,0.0529,0.139,0.00614,0.457,0.962,125.918,247960,4,0
Survivor,Eye of the Tiger,Eye Of The Tiger,28P5HAF0Kll9Xd9dX4qw7A,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,243773,4,0
Musical Youth,Pass The Dutchie,Anthology,43L7sXzJLKnto5PpKLf28r,0.799,0.409,7,-14.37,1,0.101,0.442,0.0,0.286,0.966,149.745,205427,4,0
Culture Club,Do You Really Want To Hurt Me,Kissing To Be Clever,1I6q6nwNjNgik1Qe8Oi0Y7,0.744,0.376,4,-14.996,0,0.0366,0.0815,0.0,0.108,0.42,100.78,262173,4,0
Laura Branigan,Gloria,The Best of Branigan,15ob9SMGLWrexuPuyuMjKl,0.775,0.866,9,-3.598,1,0.0295,0.135,0.0376,0.152,0.875,131.338,295067,4,0
Joe Cocker,Up Where We Belong,The Essential Joe Cocker,08H4hfCZOCw7UbsAGch8TV,0.646,0.273,2,-13.707,1,0.0346,0.476,2.32e-06,0.0921,0.277,139.349,232160,4,0
